,Value
YYYY-40-DD 13:40:SS,298.1899109
YYYY-42-DD 13:42:SS,296.817627
YYYY-44-DD 13:44:SS,296.3552551
YYYY-46-DD 13:46:SS,295.055481
YYYY-48-DD 13:48:SS,295.8219299
YYYY-50-DD 13:50:SS,298.7268372
YYYY-52-DD 13:52:SS,299.6368713
YYYY-54-DD 13:54:SS,298.6481934
YYYY-56-DD 13:56:SS,301.3545227
YYYY-58-DD 13:58:SS,306.4364929
YYYY-00-DD 14:00:SS,313.7158813
YYYY-02-DD 14:02:SS,321.3213501
YYYY-04-DD 14:04:SS,324.5982361
YYYY-06-DD 14:06:SS,316.1140442
YYYY-08-DD 14:08:SS,314.9024353
YYYY-10-DD 14:10:SS,309.5704041
YYYY-12-DD 14:12:SS,317.8522949
YYYY-14-DD 14:14:SS,311.6220703
YYYY-16-DD 14:16:SS,310.0705872
YYYY-18-DD 14:18:SS,305.1882019
YYYY-20-DD 14:20:SS,274.4824829
YYYY-22-DD 14:22:SS,262.5409851
YYYY-24-DD 14:24:SS,262.7572632
YYYY-26-DD 14:26:SS,262.4428101
YYYY-28-DD 14:28:SS,254.9504089
YYYY-30-DD 14:30:SS,257.5592041
YYYY-32-DD 14:32:SS,259.5392456
YYYY-34-DD 14:34:SS,256.4959106
YYYY-36-DD 14:36:SS,256.5158386
YYYY-38-DD 14:38:SS,257.9718628
YYYY-40-DD 14:40:SS,259.241272
YYYY-42-DD 14:42:SS,257.3456116
YYYY-44-DD 14:44:SS,257.5916138
YYYY-46-DD 14:46:SS,256.9195557
YYYY-48-DD 14:48:SS,258.7525635
YYYY-50-DD 14:50:SS,263.6523132
YYYY-52-DD 14:52:SS,255.0635834
YYYY-54-DD 14:54:SS,255.9481049
YYYY-56-DD 14:56:SS,259.6762695
YYYY-58-DD 14:58:SS,263.6287537
YYYY-00-DD 15:00:SS,260.6972046
YYYY-02-DD 15:02:SS,258.63974
YYYY-04-DD 15:04:SS,257.1740112
YYYY-06-DD 15:06:SS,278.1785278
YYYY-08-DD 15:08:SS,258.1307373
YYYY-10-DD 15:10:SS,258.4082947
YYYY-12-DD 15:12:SS,260.8356934
YYYY-14-DD 15:14:SS,259.7855225
YYYY-16-DD 15:16:SS,258.8710022
YYYY-18-DD 15:18:SS,255.0372009
YYYY-20-DD 15:20:SS,257.3849792
YYYY-22-DD 15:22:SS,260.3360291
YYYY-24-DD 15:24:SS,257.8225708
YYYY-26-DD 15:26:SS,252.3138123
YYYY-28-DD 15:28:SS,259.8215332
YYYY-30-DD 15:30:SS,255.9100037
YYYY-32-DD 15:32:SS,251.68367
YYYY-34-DD 15:34:SS,254.3647766
YYYY-36-DD 15:36:SS,251.2985229
YYYY-38-DD 15:38:SS,251.1736755
YYYY-40-DD 15:40:SS,251.6924286
YYYY-42-DD 15:42:SS,264.0979919
YYYY-44-DD 15:44:SS,258.6368408
YYYY-46-DD 15:46:SS,250.8638916
YYYY-48-DD 15:48:SS,250.2973022
YYYY-50-DD 15:50:SS,263.076416
YYYY-52-DD 15:52:SS,250.8445435
YYYY-54-DD 15:54:SS,252.2459412
YYYY-56-DD 15:56:SS,259.5158691
YYYY-58-DD 15:58:SS,266.770752
YYYY-00-DD 16:00:SS,255.6904144
YYYY-02-DD 16:02:SS,254.6060181
YYYY-04-DD 16:04:SS,253.1287842
YYYY-06-DD 16:06:SS,245.4397736
YYYY-08-DD 16:08:SS,249.3334351
YYYY-10-DD 16:10:SS,255.1647949
YYYY-12-DD 16:12:SS,261.4811401
YYYY-14-DD 16:14:SS,252.7367249
YYYY-16-DD 16:16:SS,258.8516541
YYYY-18-DD 16:18:SS,251.3815918
YYYY-20-DD 16:20:SS,255.3292236
YYYY-22-DD 16:22:SS,254.3182068
YYYY-24-DD 16:24:SS,249.5883331
YYYY-26-DD 16:26:SS,245.7999573
YYYY-28-DD 16:28:SS,250.5583344
YYYY-30-DD 16:30:SS,253.3111572
YYYY-32-DD 16:32:SS,256.1661072
YYYY-34-DD 16:34:SS,246.1353149
YYYY-36-DD 16:36:SS,252.8912201
YYYY-38-DD 16:38:SS,248.2160645
YYYY-40-DD 16:40:SS,247.0458374
YYYY-42-DD 16:42:SS,247.760849
YYYY-44-DD 16:44:SS,248.5234528
YYYY-46-DD 16:46:SS,259.358551
YYYY-48-DD 16:48:SS,251.6960754
YYYY-50-DD 16:50:SS,258.4382324
YYYY-52-DD 16:52:SS,264.8937683
YYYY-54-DD 16:54:SS,251.0335693
YYYY-56-DD 16:56:SS,256.6318359
YYYY-58-DD 16:58:SS,253.6983032
YYYY-00-DD 17:00:SS,262.3368835
YYYY-02-DD 17:02:SS,255.2614136
YYYY-04-DD 17:04:SS,258.5604553
YYYY-06-DD 17:06:SS,250.6283112
YYYY-08-DD 17:08:SS,247.9893646
YYYY-10-DD 17:10:SS,254.9565125
YYYY-12-DD 17:12:SS,248.924408
YYYY-14-DD 17:14:SS,242.4664459
YYYY-16-DD 17:16:SS,252.4743652
YYYY-18-DD 17:18:SS,245.3585663
YYYY-20-DD 17:20:SS,252.4888916
YYYY-22-DD 17:22:SS,244.1728058
YYYY-24-DD 17:24:SS,245.6391144
YYYY-26-DD 17:26:SS,247.1320801
YYYY-28-DD 17:28:SS,256.3022766
YYYY-30-DD 17:30:SS,249.8115387
YYYY-32-DD 17:32:SS,247.4602509
YYYY-34-DD 17:34:SS,245.8997803
YYYY-36-DD 17:36:SS,244.6474609
YYYY-38-DD 17:38:SS,247.2314148
YYYY-40-DD 17:40:SS,250.0652313
YYYY-42-DD 17:42:SS,246.3653107
YYYY-44-DD 17:44:SS,258.7185974
YYYY-46-DD 17:46:SS,252.5706787
YYYY-48-DD 17:48:SS,250.7318115
YYYY-50-DD 17:50:SS,249.8573151
YYYY-52-DD 17:52:SS,251.8340759
YYYY-54-DD 17:54:SS,245.5785675
YYYY-56-DD 17:56:SS,248.2370758
YYYY-58-DD 17:58:SS,252.0969543
YYYY-00-DD 18:00:SS,248.3507385
YYYY-02-DD 18:02:SS,246.0922699
YYYY-04-DD 18:04:SS,247.4286804
YYYY-06-DD 18:06:SS,243.1980133
YYYY-08-DD 18:08:SS,244.8488617
YYYY-10-DD 18:10:SS,252.1529083
YYYY-12-DD 18:12:SS,243.8392029
YYYY-14-DD 18:14:SS,249.2292938
YYYY-16-DD 18:16:SS,246.4616852
YYYY-18-DD 18:18:SS,249.5
YYYY-20-DD 18:20:SS,243.515686
YYYY-22-DD 18:22:SS,245.0159149
YYYY-24-DD 18:24:SS,247.533432
YYYY-26-DD 18:26:SS,247.5818939
YYYY-28-DD 18:28:SS,248.168335
YYYY-30-DD 18:30:SS,245.0371857
YYYY-32-DD 18:32:SS,239.348587
YYYY-34-DD 18:34:SS,245.8615875
YYYY-36-DD 18:36:SS,246.0406494
YYYY-38-DD 18:38:SS,258.8753052
YYYY-40-DD 18:40:SS,261.6126709
YYYY-42-DD 18:42:SS,247.6350098
YYYY-44-DD 18:44:SS,247.8889923
YYYY-46-DD 18:46:SS,263.5591736
YYYY-48-DD 18:48:SS,254.9785309
YYYY-50-DD 18:50:SS,249.9105072
YYYY-52-DD 18:52:SS,248.9699707
YYYY-54-DD 18:54:SS,239.1945801
YYYY-56-DD 18:56:SS,246.5016022
YYYY-58-DD 18:58:SS,245.2266388
YYYY-00-DD 19:00:SS,242.9351044
YYYY-02-DD 19:02:SS,244.7176971
YYYY-04-DD 19:04:SS,253.779007
YYYY-06-DD 19:06:SS,249.371048
YYYY-08-DD 19:08:SS,249.7215576
YYYY-10-DD 19:10:SS,250.4845276
YYYY-12-DD 19:12:SS,260.0546875
YYYY-14-DD 19:14:SS,245.8141785
YYYY-16-DD 19:16:SS,259.5
YYYY-18-DD 19:18:SS,242.4454651
YYYY-20-DD 19:20:SS,246.6964569
YYYY-22-DD 19:22:SS,247.0818329
YYYY-24-DD 19:24:SS,245.4751129
YYYY-26-DD 19:26:SS,252.5885773
YYYY-28-DD 19:28:SS,248.1407166
YYYY-30-DD 19:30:SS,255.3390198
YYYY-32-DD 19:32:SS,249.0630341
YYYY-34-DD 19:34:SS,259.9756165
YYYY-36-DD 19:36:SS,250.1429138
YYYY-38-DD 19:38:SS,253.0278625
YYYY-40-DD 19:40:SS,258.7173767
YYYY-42-DD 19:42:SS,255.3983002
YYYY-44-DD 19:44:SS,261.785553
YYYY-46-DD 19:46:SS,256.9306335
YYYY-48-DD 19:48:SS,251.4689941
YYYY-50-DD 19:50:SS,249.739212
YYYY-52-DD 19:52:SS,255.4762115
YYYY-54-DD 19:54:SS,262.1412354
YYYY-56-DD 19:56:SS,263.9649353
YYYY-58-DD 19:58:SS,256.7967834
YYYY-00-DD 20:00:SS,256.6390991
YYYY-02-DD 20:02:SS,258.0464478
YYYY-04-DD 20:04:SS,259.9632568
YYYY-06-DD 20:06:SS,262.9875183
YYYY-08-DD 20:08:SS,259.7816467
YYYY-10-DD 20:10:SS,263.9784241
YYYY-12-DD 20:12:SS,259.9032288
YYYY-14-DD 20:14:SS,258.8947449
YYYY-16-DD 20:16:SS,268.1551208
YYYY-18-DD 20:18:SS,258.0101624
YYYY-20-DD 20:20:SS,256.385376
YYYY-22-DD 20:22:SS,264.0349426
YYYY-24-DD 20:24:SS,260.9765625
YYYY-26-DD 20:26:SS,258.4646606
YYYY-28-DD 20:28:SS,261.171051
YYYY-30-DD 20:30:SS,259.6125183
YYYY-32-DD 20:32:SS,257.4954224
YYYY-34-DD 20:34:SS,260.0769958
YYYY-36-DD 20:36:SS,259.3097534
YYYY-38-DD 20:38:SS,260.183136
YYYY-40-DD 20:40:SS,261.8309021
YYYY-42-DD 20:42:SS,256.3480225
YYYY-44-DD 20:44:SS,255.9147797
YYYY-46-DD 20:46:SS,251.5303497
YYYY-48-DD 20:48:SS,248.3053741
YYYY-50-DD 20:50:SS,249.2419739
YYYY-52-DD 20:52:SS,253.0439301
YYYY-54-DD 20:54:SS,251.3074799
YYYY-56-DD 20:56:SS,247.7896576
YYYY-58-DD 20:58:SS,251.2967377
YYYY-00-DD 21:00:SS,252.7205505
YYYY-02-DD 21:02:SS,249.9258423
YYYY-04-DD 21:04:SS,258.2125244
YYYY-06-DD 21:06:SS,251.8654022
YYYY-08-DD 21:08:SS,252.074585
YYYY-10-DD 21:10:SS,246.1670837
YYYY-12-DD 21:12:SS,244.9363251
YYYY-14-DD 21:14:SS,254.0974121
YYYY-16-DD 21:16:SS,254.7214508
YYYY-18-DD 21:18:SS,249.6189117
YYYY-20-DD 21:20:SS,252.2008667
YYYY-22-DD 21:22:SS,247.4507599
YYYY-24-DD 21:24:SS,251.4674835
YYYY-26-DD 21:26:SS,248.9009857
YYYY-28-DD 21:28:SS,245.5591125
YYYY-30-DD 21:30:SS,251.8002319
YYYY-32-DD 21:32:SS,245.0804138
YYYY-34-DD 21:34:SS,244.3917084
YYYY-36-DD 21:36:SS,255.6864471
YYYY-38-DD 21:38:SS,253.7540588
YYYY-40-DD 21:40:SS,248.75914
YYYY-42-DD 21:42:SS,244.4207611
YYYY-44-DD 21:44:SS,246.7576752
YYYY-46-DD 21:46:SS,245.2763214
YYYY-48-DD 21:48:SS,252.5752869
YYYY-50-DD 21:50:SS,254.4995575
YYYY-52-DD 21:52:SS,255.9737244
YYYY-54-DD 21:54:SS,282.9873047
YYYY-56-DD 21:56:SS,259.57547
YYYY-58-DD 21:58:SS,249.3925018
YYYY-00-DD 22:00:SS,250.5771637
YYYY-02-DD 22:02:SS,248.0483856
YYYY-04-DD 22:04:SS,244.9957733
YYYY-06-DD 22:06:SS,245.558075
YYYY-08-DD 22:08:SS,253.3455353
YYYY-10-DD 22:10:SS,251.9318695
YYYY-12-DD 22:12:SS,255.6560364
YYYY-14-DD 22:14:SS,243.1522522
YYYY-16-DD 22:16:SS,246.8739471
YYYY-18-DD 22:18:SS,255.7080383
YYYY-20-DD 22:20:SS,247.775116
YYYY-22-DD 22:22:SS,247.4851837
YYYY-24-DD 22:24:SS,250.9846039
YYYY-26-DD 22:26:SS,245.3909149
YYYY-28-DD 22:28:SS,241.1653137
YYYY-30-DD 22:30:SS,251.8378601
YYYY-32-DD 22:32:SS,249.4725189
YYYY-34-DD 22:34:SS,252.8371735
YYYY-36-DD 22:36:SS,246.143631
YYYY-38-DD 22:38:SS,249.9723053
YYYY-40-DD 22:40:SS,254.2659607
YYYY-42-DD 22:42:SS,248.9321747
YYYY-44-DD 22:44:SS,249.173584
YYYY-46-DD 22:46:SS,248.1329803
YYYY-48-DD 22:48:SS,253.5655823
YYYY-50-DD 22:50:SS,242.190155
YYYY-52-DD 22:52:SS,238.6564484
YYYY-54-DD 22:54:SS,244.8838501
YYYY-56-DD 22:56:SS,249.4993896
YYYY-58-DD 22:58:SS,244.5920868
YYYY-00-DD 23:00:SS,243.0861511
YYYY-02-DD 23:02:SS,248.8077087
YYYY-04-DD 23:04:SS,246.1447754
YYYY-06-DD 23:06:SS,246.2846069
YYYY-08-DD 23:08:SS,246.8971863
YYYY-10-DD 23:10:SS,250.5743713
YYYY-12-DD 23:12:SS,249.1342773
YYYY-14-DD 23:14:SS,245.5614471
YYYY-16-DD 23:16:SS,252.2643127
YYYY-18-DD 23:18:SS,247.4639893
YYYY-20-DD 23:20:SS,253.6969147
YYYY-22-DD 23:22:SS,255.2656097
YYYY-24-DD 23:24:SS,251.6383972
YYYY-26-DD 23:26:SS,250.6161652
YYYY-28-DD 23:28:SS,256.603241
YYYY-30-DD 23:30:SS,258.1982422
YYYY-32-DD 23:32:SS,255.4252625
YYYY-34-DD 23:34:SS,254.2815399
YYYY-36-DD 23:36:SS,257.6812744
YYYY-38-DD 23:38:SS,260.3511658
YYYY-40-DD 23:40:SS,265.7666016
YYYY-42-DD 23:42:SS,259.2122192
YYYY-44-DD 23:44:SS,254.011795
YYYY-46-DD 23:46:SS,255.2221527
YYYY-48-DD 23:48:SS,253.1695709
YYYY-50-DD 23:50:SS,250.8122711
YYYY-52-DD 23:52:SS,252.9746399
YYYY-54-DD 23:54:SS,259.2483521
YYYY-56-DD 23:56:SS,268.2801819
YYYY-58-DD 23:58:SS,259.1642151
YYYY-00-DD 00:00:SS,262.0014038
YYYY-02-DD 00:02:SS,257.5153809
YYYY-04-DD 00:04:SS,254.1418304
YYYY-06-DD 00:06:SS,255.0911102
YYYY-08-DD 00:08:SS,252.6412964
YYYY-10-DD 00:10:SS,252.4269562
YYYY-12-DD 00:12:SS,251.1704559
YYYY-14-DD 00:14:SS,252.7567291
YYYY-16-DD 00:16:SS,266.4253235
YYYY-18-DD 00:18:SS,252.2776337
YYYY-20-DD 00:20:SS,256.0049133
YYYY-22-DD 00:22:SS,248.4165039
YYYY-24-DD 00:24:SS,258.3891602
YYYY-26-DD 00:26:SS,264.9246521
YYYY-28-DD 00:28:SS,252.6480103
YYYY-30-DD 00:30:SS,251.5950775
YYYY-32-DD 00:32:SS,254.8874054
YYYY-34-DD 00:34:SS,264.5316467
YYYY-36-DD 00:36:SS,254.277298
YYYY-38-DD 00:38:SS,261.16922
YYYY-40-DD 00:40:SS,262.4685669
YYYY-42-DD 00:42:SS,260.8226318
YYYY-44-DD 00:44:SS,260.7793274
YYYY-46-DD 00:46:SS,269.9607849
YYYY-48-DD 00:48:SS,264.2852783
YYYY-50-DD 00:50:SS,261.4115906
YYYY-52-DD 00:52:SS,262.6580505
YYYY-54-DD 00:54:SS,260.0264282
YYYY-56-DD 00:56:SS,259.4388733
YYYY-58-DD 00:58:SS,261.6819153
YYYY-00-DD 01:00:SS,256.2490845
YYYY-02-DD 01:02:SS,265.1509705
YYYY-04-DD 01:04:SS,264.5190125
YYYY-06-DD 01:06:SS,270.3230286
YYYY-08-DD 01:08:SS,267.6652527
YYYY-10-DD 01:10:SS,269.4763489
YYYY-12-DD 01:12:SS,269.270752
YYYY-14-DD 01:14:SS,268.1270447
YYYY-16-DD 01:16:SS,268.6796875
YYYY-18-DD 01:18:SS,269.1614685
YYYY-20-DD 01:20:SS,266.649292
YYYY-22-DD 01:22:SS,265.0695801
YYYY-24-DD 01:24:SS,262.8033142
YYYY-26-DD 01:26:SS,267.5845032
YYYY-28-DD 01:28:SS,262.9347839
YYYY-30-DD 01:30:SS,266.7797852
YYYY-32-DD 01:32:SS,270.8631897
YYYY-34-DD 01:34:SS,275.2943115
YYYY-36-DD 01:36:SS,277.2030029
YYYY-38-DD 01:38:SS,272.776001
YYYY-40-DD 01:40:SS,279.2963867
YYYY-42-DD 01:42:SS,268.4107361
YYYY-44-DD 01:44:SS,265.5357971
YYYY-46-DD 01:46:SS,268.6079407
YYYY-48-DD 01:48:SS,266.0601196
YYYY-50-DD 01:50:SS,268.6761475
YYYY-52-DD 01:52:SS,268.830658
YYYY-54-DD 01:54:SS,268.7139587
YYYY-56-DD 01:56:SS,270.1912537
YYYY-58-DD 01:58:SS,277.0991211
YYYY-00-DD 02:00:SS,267.2591248
YYYY-02-DD 02:02:SS,273.5954285
YYYY-04-DD 02:04:SS,276.7191467
YYYY-06-DD 02:06:SS,278.4699707
YYYY-08-DD 02:08:SS,280.8545532
YYYY-10-DD 02:10:SS,287.257019
YYYY-12-DD 02:12:SS,286.2418213
YYYY-14-DD 02:14:SS,279.7230835
YYYY-16-DD 02:16:SS,272.8789368
YYYY-18-DD 02:18:SS,276.9611816
YYYY-20-DD 02:20:SS,282.2255554
YYYY-22-DD 02:22:SS,273.3959961
YYYY-24-DD 02:24:SS,271.9815979
YYYY-26-DD 02:26:SS,270.2695618
YYYY-28-DD 02:28:SS,267.3591309
YYYY-30-DD 02:30:SS,278.1454468
YYYY-32-DD 02:32:SS,270.2109985
YYYY-34-DD 02:34:SS,267.2881775
YYYY-36-DD 02:36:SS,269.9044495
YYYY-38-DD 02:38:SS,267.6399231
YYYY-40-DD 02:40:SS,268.390686
YYYY-42-DD 02:42:SS,267.2315369
YYYY-44-DD 02:44:SS,274.3120117
YYYY-46-DD 02:46:SS,265.5894775
YYYY-48-DD 02:48:SS,265.5604553
YYYY-50-DD 02:50:SS,268.9232178
YYYY-52-DD 02:52:SS,269.2220154
YYYY-54-DD 02:54:SS,268.1620178
YYYY-56-DD 02:56:SS,271.2070313
YYYY-58-DD 02:58:SS,272.8304749
YYYY-00-DD 03:00:SS,265.7200623
YYYY-02-DD 03:02:SS,265.9486389
YYYY-04-DD 03:04:SS,268.5753479
YYYY-06-DD 03:06:SS,266.0707703
YYYY-08-DD 03:08:SS,303.0440063
YYYY-10-DD 03:10:SS,262.7061157
YYYY-12-DD 03:12:SS,263.4716492
YYYY-14-DD 03:14:SS,260.9844666
YYYY-16-DD 03:16:SS,259.3184814
YYYY-18-DD 03:18:SS,261.1253357
YYYY-20-DD 03:20:SS,254.8963928
YYYY-22-DD 03:22:SS,256.1670227
YYYY-24-DD 03:24:SS,264.5131226
YYYY-26-DD 03:26:SS,256.5362854
YYYY-28-DD 03:28:SS,255.7427216
YYYY-30-DD 03:30:SS,254.9602203
YYYY-32-DD 03:32:SS,253.2453918
YYYY-34-DD 03:34:SS,251.8466492
YYYY-36-DD 03:36:SS,243.10289
YYYY-38-DD 03:38:SS,250.3107452
YYYY-40-DD 03:40:SS,254.6931458
YYYY-42-DD 03:42:SS,260.8882141
YYYY-44-DD 03:44:SS,266.3594666
YYYY-46-DD 03:46:SS,258.6553955
YYYY-48-DD 03:48:SS,257.5997009
YYYY-50-DD 03:50:SS,265.6037292
YYYY-52-DD 03:52:SS,261.1440735
YYYY-54-DD 03:54:SS,258.9466248
YYYY-56-DD 03:56:SS,262.2331848
YYYY-58-DD 03:58:SS,263.1383057
YYYY-00-DD 04:00:SS,259.3533325
YYYY-02-DD 04:02:SS,262.5369568
YYYY-04-DD 04:04:SS,263.2903442
YYYY-06-DD 04:06:SS,246.5459595
YYYY-08-DD 04:08:SS,249.7651672
YYYY-10-DD 04:10:SS,249.6663513
YYYY-12-DD 04:12:SS,243.9491577
YYYY-14-DD 04:14:SS,244.3497162
YYYY-16-DD 04:16:SS,251.6861572
YYYY-18-DD 04:18:SS,251.1395264
YYYY-20-DD 04:20:SS,251.0778503
YYYY-22-DD 04:22:SS,249.8673096
YYYY-24-DD 04:24:SS,248.4583435
YYYY-26-DD 04:26:SS,246.5242004
YYYY-28-DD 04:28:SS,247.348114
YYYY-30-DD 04:30:SS,248.5576324
YYYY-32-DD 04:32:SS,247.8834839
YYYY-34-DD 04:34:SS,246.8302765
YYYY-36-DD 04:36:SS,251.4308472
YYYY-38-DD 04:38:SS,243.8278503
YYYY-40-DD 04:40:SS,244.8551636
YYYY-42-DD 04:42:SS,245.1567688
YYYY-44-DD 04:44:SS,244.4325867
YYYY-46-DD 04:46:SS,245.7037048
YYYY-48-DD 04:48:SS,253.9440155
YYYY-50-DD 04:50:SS,247.5252838
YYYY-52-DD 04:52:SS,249.2102203
YYYY-54-DD 04:54:SS,246.1398163
YYYY-56-DD 04:56:SS,244.0691986
YYYY-58-DD 04:58:SS,242.7107849
YYYY-00-DD 05:00:SS,246.7533264
YYYY-02-DD 05:02:SS,248.6901398
YYYY-04-DD 05:04:SS,242.5531921
YYYY-06-DD 05:06:SS,241.0570831
YYYY-08-DD 05:08:SS,243.7726288
YYYY-10-DD 05:10:SS,254.9603882
YYYY-12-DD 05:12:SS,240.4512939
YYYY-14-DD 05:14:SS,245.2310486
YYYY-16-DD 05:16:SS,245.7357788
YYYY-18-DD 05:18:SS,243.2670898
YYYY-20-DD 05:20:SS,243.3356171
YYYY-22-DD 05:22:SS,241.2692719
YYYY-24-DD 05:24:SS,242.2013855
YYYY-26-DD 05:26:SS,238.4646759
YYYY-28-DD 05:28:SS,235.7677765
YYYY-30-DD 05:30:SS,237.8218994
YYYY-32-DD 05:32:SS,237.9352875
YYYY-34-DD 05:34:SS,236.8095703
YYYY-36-DD 05:36:SS,241.7078705
YYYY-38-DD 05:38:SS,238.1970825
YYYY-40-DD 05:40:SS,238.0078735
YYYY-42-DD 05:42:SS,245.4333801
YYYY-44-DD 05:44:SS,239.0899963
YYYY-46-DD 05:46:SS,238.3570862
YYYY-48-DD 05:48:SS,237.1560059
YYYY-50-DD 05:50:SS,244.7749176
YYYY-52-DD 05:52:SS,241.1544495
YYYY-54-DD 05:54:SS,235.0397034
YYYY-56-DD 05:56:SS,234.7660217
YYYY-58-DD 05:58:SS,239.6321106
YYYY-00-DD 06:00:SS,236.9865112
YYYY-02-DD 06:02:SS,233.2338867
YYYY-04-DD 06:04:SS,235.6503143
YYYY-06-DD 06:06:SS,235.8974152
YYYY-08-DD 06:08:SS,237.7681274
YYYY-10-DD 06:10:SS,233.8123322
YYYY-12-DD 06:12:SS,234.8934784
YYYY-14-DD 06:14:SS,237.5143585
YYYY-16-DD 06:16:SS,235.9715424
YYYY-18-DD 06:18:SS,231.5053406
YYYY-20-DD 06:20:SS,230.821228
YYYY-22-DD 06:22:SS,230.0130615
YYYY-24-DD 06:24:SS,231.0126801
YYYY-26-DD 06:26:SS,229.7319489
YYYY-28-DD 06:28:SS,231.5612946
YYYY-30-DD 06:30:SS,231.7298431
YYYY-32-DD 06:32:SS,232.0112915
YYYY-34-DD 06:34:SS,233.9362946
YYYY-36-DD 06:36:SS,234.7974854
YYYY-38-DD 06:38:SS,241.9615479
YYYY-40-DD 06:40:SS,239.8262939
YYYY-42-DD 06:42:SS,234.2879639
YYYY-44-DD 06:44:SS,237.1252747
YYYY-46-DD 06:46:SS,233.1316376
YYYY-48-DD 06:48:SS,237.9557495
YYYY-50-DD 06:50:SS,242.2700195
YYYY-52-DD 06:52:SS,240.0271759
YYYY-54-DD 06:54:SS,239.2761383
YYYY-56-DD 06:56:SS,239.0580292
YYYY-58-DD 06:58:SS,232.0354919
YYYY-00-DD 07:00:SS,231.2005005
YYYY-02-DD 07:02:SS,233.587265
YYYY-04-DD 07:04:SS,233.5173035
YYYY-06-DD 07:06:SS,233.6301422
YYYY-08-DD 07:08:SS,235.3577576
YYYY-10-DD 07:10:SS,235.3125
YYYY-12-DD 07:12:SS,232.4930878
YYYY-14-DD 07:14:SS,231.6325684
YYYY-16-DD 07:16:SS,231.4111023
YYYY-18-DD 07:18:SS,233.3329773
YYYY-20-DD 07:20:SS,231.5735016
YYYY-22-DD 07:22:SS,232.8847961
YYYY-24-DD 07:24:SS,233.51651
YYYY-26-DD 07:26:SS,248.4211884
YYYY-28-DD 07:28:SS,248.0733032
YYYY-30-DD 07:30:SS,253.5946045
YYYY-32-DD 07:32:SS,257.6307068
YYYY-34-DD 07:34:SS,254.4641724
YYYY-36-DD 07:36:SS,251.170166
YYYY-38-DD 07:38:SS,252.8275604
YYYY-40-DD 07:40:SS,251.0044403
YYYY-42-DD 07:42:SS,253.5502167
YYYY-44-DD 07:44:SS,245.7312164
YYYY-46-DD 07:46:SS,232.5140533
YYYY-48-DD 07:48:SS,230.9737854
YYYY-50-DD 07:50:SS,232.3610229
YYYY-52-DD 07:52:SS,229.6071014
YYYY-54-DD 07:54:SS,227.8683319
YYYY-56-DD 07:56:SS,230.3746338
YYYY-58-DD 07:58:SS,232.0102081
YYYY-00-DD 08:00:SS,229.6791229
YYYY-02-DD 08:02:SS,227.7405853
YYYY-04-DD 08:04:SS,233.6373138
YYYY-06-DD 08:06:SS,230.5383301
YYYY-08-DD 08:08:SS,262.3075867
YYYY-10-DD 08:10:SS,231.0296936
YYYY-12-DD 08:12:SS,230.4733887
YYYY-14-DD 08:14:SS,228.5762634
YYYY-16-DD 08:16:SS,233.74646
YYYY-18-DD 08:18:SS,232.1330566
YYYY-20-DD 08:20:SS,228.7853546
YYYY-22-DD 08:22:SS,227.6719971
YYYY-24-DD 08:24:SS,228.3749237
YYYY-26-DD 08:26:SS,226.9414825
YYYY-28-DD 08:28:SS,224.9941711
YYYY-30-DD 08:30:SS,223.3556519
YYYY-32-DD 08:32:SS,230.2477417
YYYY-34-DD 08:34:SS,232.4487457
YYYY-36-DD 08:36:SS,231.9019623
YYYY-38-DD 08:38:SS,230.5724487
YYYY-40-DD 08:40:SS,228.5666351
YYYY-42-DD 08:42:SS,229.3143005
YYYY-44-DD 08:44:SS,226.6414185
YYYY-46-DD 08:46:SS,227.9750214
YYYY-48-DD 08:48:SS,229.5424194
YYYY-50-DD 08:50:SS,230.4886475
YYYY-52-DD 08:52:SS,227.2413483
YYYY-54-DD 08:54:SS,226.687088
YYYY-56-DD 08:56:SS,254.2858276
YYYY-58-DD 08:58:SS,226.1943817
YYYY-00-DD 09:00:SS,222.3453674
YYYY-02-DD 09:02:SS,214.9858093
YYYY-04-DD 09:04:SS,212.2543488
YYYY-06-DD 09:06:SS,221.2301178
YYYY-08-DD 09:08:SS,212.0288239
YYYY-10-DD 09:10:SS,213.7845459
YYYY-12-DD 09:12:SS,210.8045349
YYYY-14-DD 09:14:SS,215.7474823
YYYY-16-DD 09:16:SS,213.1259613
YYYY-18-DD 09:18:SS,206.908371
YYYY-20-DD 09:20:SS,212.7882538
YYYY-22-DD 09:22:SS,206.8417206
YYYY-24-DD 09:24:SS,204.8191833
YYYY-26-DD 09:26:SS,173.933136
YYYY-28-DD 09:28:SS,149.9045105
YYYY-30-DD 09:30:SS,148.1652222
YYYY-32-DD 09:32:SS,148.2877808
YYYY-34-DD 09:34:SS,147.4716187
YYYY-36-DD 09:36:SS,156.563446
YYYY-38-DD 09:38:SS,152.7036438
YYYY-40-DD 09:40:SS,156.3959808
YYYY-42-DD 09:42:SS,158.0071106
YYYY-44-DD 09:44:SS,156.9836578
YYYY-46-DD 09:46:SS,156.8618164
YYYY-48-DD 09:48:SS,156.7560577
YYYY-50-DD 09:50:SS,155.2547455
YYYY-52-DD 09:52:SS,156.2312164
YYYY-54-DD 09:54:SS,157.6782532
YYYY-56-DD 09:56:SS,158.4611511
YYYY-58-DD 09:58:SS,159.0913086
